textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²)
b3b338bcd0,"['followfriday', '1001', 'cuz', 'ive', 'never', 'ad', 'anyon', 'followfriday', 'either', 'cuz', 'he', 'got', 'cool', 'pictur']",positive,night,70-100,Senegal,16743927.0,192530.0,87.0
add95c3198,"['sooo', 'tell', 'lost', 'followerzzz']",neutral,morning,0-20,Serbia,8737371.0,87460.0,100.0
c41d259d60,"['thank', 'repli', 'cours', 'doesnt', 'realli', 'explain', 'googl', 'found', 'explan']",neutral,noon,21-30,Seychelles,98347.0,460.0,214.0
3099b7261b,"['look', 'peopl']",neutral,night,31-45,Sierra Leone,7976983.0,72180.0,111.0
15892f296d,"['wish', 'would', 'see', 'eye', 'heart']",positive,morning,46-60,Singapore,5850342.0,700.0,8358.0
d12acf4e01,"['awwww', 'ive', 'got', 'photo', 'cute', 'bunni']",positive,noon,60-70,Slovakia,5459642.0,48088.0,114.0
dad3160e52,"['long', 'day', 'still', 'mow', 'lawn']",negative,night,70-100,Slovenia,2078938.0,20140.0,103.0
598603422e,"['shoot', '12', 'mile']",neutral,morning,0-20,Solomon Islands,686884.0,28000.0,25.0
c3c79502f9,"['long', 'sinc', 'talk', 'let', 'alon', 'seen', 'make', 'sad']",negative,noon,21-30,Somalia,15893222.0,627340.0,25.0
02b43cd23c,"['happi', 'mother', 'day', 'mom']",positive,night,31-45,South Africa,59308690.0,1213090.0,49.0
058f39acca,"['want', 'cooki', 'breakfast', 'luckili', 'im', 'adult']",positive,morning,46-60,South Korea,51269185.0,97230.0,527.0
90af5c843a,"['mow', '6', 'hate', 'lawn']",negative,noon,60-70,South Sudan,11193725.0,610952.0,18.0
200f2b3566,"['shouldnt', 'reset', 'doesnt', 'work', 'right', 'first', 'time', 'someth']",neutral,night,70-100,Spain,46754778.0,498800.0,94.0
85f882c027,"['yeah', 'left', 'caus', 'pc', 'cant', 'run', 'client', 'anymor', 'thought', 'would', 'new', 'one']",negative,morning,0-20,Sri Lanka,21413249.0,62710.0,341.0
5496094dac,"['feel', 'bad', 'profil', 'pic']",negative,noon,21-30,Sudan,43849260.0,1765048.0,25.0
866582d5a3,"['capon', 'island', '2', 'day', 'summer', 'start']",neutral,night,31-45,Suriname,586632.0,156000.0,4.0
cb20977501,"['movi', 'sleep', 'today', 'good', 'day', 'hd3ff']",positive,morning,46-60,Sweden,10099265.0,410340.0,25.0
ddfc2cc8b3,"['plane', 'go', 'littl', 'ride', 'mtb', 'monday', 'may', 'tower']",neutral,noon,60-70,Switzerland,8654622.0,39500.0,219.0
0de656eac1,"['fiesta', 'hous', 'mouth', 'hit', 'password']",neutral,night,70-100,Syria,17500658.0,183630.0,95.0
6be59d11d8,"['live', 'version', 'much', 'better']",neutral,morning,0-20,Tajikistan,9537645.0,139960.0,68.0
31d260e718,"['there', 'paus', 'button', 'game', 'life']",neutral,noon,21-30,Tanzania,59734218.0,885800.0,67.0
b22aff92be,"['that', 'black', 'market', 'materi', 'right', 'friend']",neutral,night,31-45,Thailand,69799978.0,510890.0,137.0
96cc75e508,"['get', 'marri', 'vega', 'novemb', 'elvi', 'imperson', 'happi']",positive,morning,46-60,Timor-Leste,1318445.0,14870.0,89.0
664d148574,"['tri', 'join', 'chat', 'site', 'would', 'let', 'sign']",negative,noon,60-70,Togo,8278724.0,54390.0,152.0
6872aea3a9,['home'],neutral,night,70-100,Tonga,105695.0,720.0,147.0
21d77a32fb,"['sing', 'song', 'film', 'movi', 'best']",positive,morning,0-20,Trinidad and Tobago,1399488.0,5130.0,273.0
5d8cc77f93,"['song', 'make', 'want', 'cri']",negative,noon,21-30,Tunisia,11818619.0,155360.0,76.0
803e9c0931,"['drive', 'u', 'come', 'across', 'aggress', 'drive', 'behaviour', 'anoth', 'driver', 'u', 'chase', 'car', '2', 'tell', 'driver', 'drive']",negative,night,31-45,Turkey,84339067.0,770000.0,110.0
16ca8a5ecc,"['mediteranian', 'kitchenoh', 'well', 'cant', 'get', 'right']",neutral,morning,46-60,Turkmenistan,6031200.0,469930.0,13.0
038c049e2a,"['what', 'wrong']",neutral,noon,60-70,Tuvalu,11792.0,30.0,393.0
28e1999323,"['total', 'awesom', 'see', 'reboot', 'crew', 'nice']",positive,night,70-100,Uganda,45741007.0,199810.0,229.0
438a7d203a,"['that', 'good', 'know', 'bet', 'look', 'like']",positive,morning,0-20,Ukraine,43733762.0,579320.0,75.0
0117a03b6d,"['43', 'hahhahah', 'realli', 'made', 'laugh', 'loudd', 'ahahahahahahahahah', 'fuunni']",positive,noon,21-30,United Arab Emirates,9890402.0,83600.0,118.0
cad99e531f,"['wish', 'could', 'get', 'pregnant']",positive,night,31-45,United Kingdom,67886011.0,241930.0,281.0
4987bf323b,"['im', 'tri', 'fix', 'doesnt', 'ahi', 'dio', 'mio', 'u', 'good', 'lol']",positive,morning,46-60,United States of America,331002651.0,9147420.0,36.0
ba3e84e67f,"['hiya', 'miss']",negative,noon,60-70,Uruguay,3473730.0,175020.0,20.0
b2dc59805a,['play'],neutral,night,70-100,Uzbekistan,33469203.0,425400.0,79.0
797aa81fda,"['realli', 'sick']",negative,morning,0-20,Vanuatu,307145.0,12200.0,25.0
0ea64bcbe6,"['yay', 'sunday', 'maid', 'came', 'hous', 'clean']",neutral,noon,21-30,Venezuela,28435940.0,882050.0,32.0
4e7fb463e0,"['thx', 'robban']",positive,night,31-45,Vietnam,97338579.0,310070.0,314.0
b33c27ad85,"['thank', 'jk', 'love', 'ya', 'death']",positive,morning,46-60,Yemen,29825964.0,527970.0,56.0
50eb2a08c3,"['go', 'al', 'need', 'check', 'one', 'store', 'hope', 'find', 'thing', 'im', 'look']",positive,noon,60-70,Zambia,18383955.0,743390.0,25.0
0ee55890a7,"['geez', 'im', 'wonder', 'wrong', 'peopl', 'either', 'need', 'go', 'run', 'go', 'sleep', 'tomorrow', 'fun', 'day']",neutral,night,70-100,Zimbabwe,14862924.0,386850.0,38.0
eb9c11eb52,"['parent', 'busi', 'make', 'feel', 'like', 'realis', 'ive', 'got', 'wors', 'need', 'see', 'doctor', 'sleep', 'suck']",negative,morning,0-20,Afghanistan,38928346.0,652860.0,60.0
cf16d0c659,"['gnight', 'jonathan', 'tri', 'stay', 'realli', 'cant', 'wait', 'till', 'ur', 'timezon', 'much', 'easier']",positive,noon,21-30,Albania,2877797.0,27400.0,105.0
f7aa65a988,"['prom', 'rate', 'irrit', 'go', 'bed', 'goodnight']",negative,night,31-45,Algeria,43851044.0,2381740.0,18.0
b8a3fea60e,"['look', 'everyon', 'im', 'bad', 'boy', 'im', 'rank', 'higher', 'meghan', 'mccain']",neutral,morning,46-60,Andorra,77265.0,470.0,164.0
5389177883,"['rain', 'wan', 'na', 'see', 'hair', 'how', 'everyon']",neutral,noon,60-70,Angola,32866272.0,1246700.0,26.0
e59fd12277,"['ftrh', 'ride', 'home']",neutral,night,70-100,Antigua and Barbuda,97929.0,440.0,223.0
264f1af9a0,"['english', 'screw', 'overal', 'percentag', 'x', 'xii', 'probabl', 'adm', 'test', 'happen']",negative,morning,0-20,Argentina,45195774.0,2736690.0,17.0
d19724f22f,"['want', 'chines', 'food', 'realli', 'baaad']",positive,noon,21-30,Armenia,2963243.0,28470.0,104.0
9d4dfb1f9e,"['download', 'song']",neutral,night,31-45,Australia,25499884.0,7682300.0,3.0
e6b380cd3d,"['almost', 'said', 'grammer', 'exist', 'either', 'grunt', 'stop']",neutral,morning,46-60,Austria,9006398.0,82400.0,109.0
993c6eadd2,"['your', 'gon', 'na', 'take', 'good', 'care', 'littl', 'babi', 'he', 'gon', 'na', 'strong', 'boy', 'that', 'sure']",positive,noon,60-70,Azerbaijan,10139177.0,82658.0,123.0
7993d38b85,"['ha', 'lem', 'know', 'find', 'tho', 'suspect', 'lot', 'complaint', 'peac', 'night', 'friend']",positive,night,70-100,Bahamas,393244.0,10010.0,39.0
42caab438e,"['see', 'shane', 'dawson', 'video']",neutral,morning,0-20,Bahrain,1701575.0,760.0,2239.0
b5e7df1efe,"['sad', 'face']",negative,noon,21-30,Bangladesh,164689383.0,130170.0,1265.0
017a0bbb36,"['aaaaahhhh', 'friday', 'funer', '5']",negative,night,31-45,Barbados,287375.0,430.0,668.0
12cfea907c,"['alreadi', 'miss']",negative,morning,46-60,Belarus,9449323.0,202910.0,47.0
43449f0068,"['lauralp', 'ok', 'thank', 'help', 'hope', 'respond', 'sooner', 'later', 'thank']",positive,noon,60-70,Belgium,11589623.0,30280.0,383.0
795556dc39,"['commish', 'day', 'atl', 'fam', 'saw', 'updat', 'net', 'websit', 'look', 'awesom']",positive,night,70-100,Belize,397628.0,22810.0,17.0
38e8111514,"['awww', 'suck', 'also', 'finish', 'uni', 'total', 'mini', 'housewarm', 'ye', 'work', 'around', 'schedul', 'lol']",negative,morning,0-20,Benin,12123200.0,112760.0,108.0
18ee9d146c,"['famou', 'dave', 'mom', 'hungri']",neutral,noon,21-30,Bhutan,771608.0,38100.0,20.0
f5e9c0eef2,"['would', 'vote', 'miley', 'live', 'ireland', 'youll', 'fine', 'good', 'luck', 'slã¯â¿â½nbye', 'irish', 'sorcha', 'xxxx']",positive,night,31-45,Bolivia,11673021.0,1083300.0,11.0
434e673353,"['home', 'nite', 'sleep', 'pull', 'bed', 'maggi', 'wish', 'durden', 'got', 'find', 'apt']",neutral,morning,46-60,Bosnia and Herzegovina,3280819.0,51000.0,64.0
8b8932427d,"['ohsumm', 'beginsyay', 'fight', 'cri', 'stress', 'start', 'kidsit', '3', 'hr', 'sinc', 'got']",negative,noon,60-70,Botswana,2351627.0,566730.0,4.0
c5f383c0a0,"['feel', 'deflat', 'doggi']",negative,night,70-100,Brazil,212559417.0,8358140.0,25.0
1.03E+211,"['sad', 'young', 'love', 'come', 'end', 'sooo', 'cute', 'togeth']",neutral,morning,0-20,Brunei,437479.0,5270.0,83.0
8def10379e,"['omg', 'realli', 'sowwi', 'ill', 'p', 'tire', 'morn', 'p', 'lol']",negative,noon,21-30,Bulgaria,6948445.0,108560.0,64.0
74af7e0835,"['owww', 'back', 'pain', 'hm', 'walmart', 'could', 'get', 'cupcak']",negative,night,31-45,Burkina Faso,20903273.0,273600.0,76.0
bb53ba1a89,"['cant', 'believ', 'guy', 'gon', 'na', 'stay', 'one', 'day', 'rio', 'de', 'janeiro']",neutral,morning,46-60,Burundi,11890784.0,25680.0,463.0
11c5c7850b,"['make', 'boyfriend', 'look', 'differ', 'he', 'cute', 'matter', '3']",positive,noon,60-70,Côte d'Ivoire,26378274.0,318000.0,83.0
455ef3e9b6,"['lol', 'thx']",positive,night,70-100,Cabo Verde,555987.0,4030.0,138.0
d761530c7f,"['work', '11', 'tonight']",neutral,morning,0-20,Cambodia,16718965.0,176520.0,95.0
ed1e06027c,"['well', 'go', 'peac', 'corp', 'prospect']",positive,noon,21-30,Cameroon,26545863.0,472710.0,56.0
47b4e91e39,"['rmbr', 'time', 'torn', 'night', 'sentosa', 'one', 'didnt', 'spit', '3', 'unknown', 'fact', 'abt']",neutral,night,31-45,Canada,37742154.0,9093510.0,4.0
0b39781a5a,"['good', 'idea', 'ill', 'remov', 'old', 'receipt', 'tissu', 'paper', 'nonsens', 'take', 'pic']",positive,morning,46-60,Central African Republic,4829767.0,622980.0,8.0
8fbd0b19e6,['whatev'],neutral,noon,60-70,Chad,16425864.0,1259200.0,13.0
8429087609,"['wango', 'tango', 'good', 'night']",neutral,night,70-100,Chile,19116201.0,743532.0,26.0
7900f25fbc,"['im', 'best', 'financi', 'situat', 'moment', 'im', 'beyond', 'broke', 'money', 'spend', 'soon', 'earn', 'atm']",negative,morning,0-20,China,1439323776.0,9388211.0,153.0
312868ebb2,"['hello', 'total', 'go', 'biggest', 'shop', 'center', 'europ', 'go', 'shop', 'togeth']",neutral,noon,21-30,Colombia,50882891.0,1109500.0,46.0
5f2c04acd4,"['fix', 'openbox', 'theme', 'littl']",neutral,night,31-45,Comoros,869601.0,1861.0,467.0
55b8e44c02,"['sell', 'laptop', 'cheap', 'anyon', 'interest', '17', 'toshiba', '13gig', 'ram']",neutral,morning,46-60,Congo (Congo-Brazzaville),5518087.0,342000.0,16.0
106aa6d022,"['recent', 'experi', 'anyth', 'go', 'fear', 'might', 'go', 'indian', 'food', 'good', 'peopl', 'good']",negative,noon,60-70,Costa Rica,5094118.0,51060.0,100.0
4975dbda48,"['wish', 'wasnt', 'bum', 'kinda']",positive,night,70-100,Croatia,4105267.0,55960.0,73.0
a3145ba47e,"['hey', 'mitchel', 'live', 'didnt', 'get', 'chanc', 'call']",negative,morning,0-20,Cuba,11326616.0,106440.0,106.0
7e19629684,"['look', 'sunshin', 'offic', 'window']",neutral,noon,21-30,Cyprus,1207359.0,9240.0,131.0
3495e809b3,"['back', 'sore', 'done', 'jump', 'last', 'night']",negative,night,31-45,Czechia (Czech Republic),10708981.0,77240.0,139.0
a1b67a24aa,['work'],neutral,morning,46-60,Democratic Republic of the Congo,89561403.0,2267050.0,40.0
a0b1828b67,"['bride', 'la', 'mode', 'pow', 'wow', 'first', 'thing', 'morn', 'past', 'weekend', 'love', 'wed', 'fresh', 'mind', 'pic', 'soon']",positive,noon,60-70,Denmark,5792202.0,42430.0,137.0
311985067b,"['got', 'paycheck', 'april', 'bonu', 'b', 'deposit', '2day', 'rest', 'got', 'ta', 'wait', 'til', 'mon']",neutral,night,70-100,Djibouti,988000.0,23180.0,43.0
c392253b42,"['nope', 'way', 'stop', 'put', 'wiv']",neutral,morning,0-20,Dominica,71986.0,750.0,96.0
62f3e63c1a,"['recommend', 'return', 'broken', 'duck', 'toy', 'battei', 'came', 'person', 'give', 'may', 'get', 'mad', 'trust']",neutral,noon,21-30,Dominican Republic,10847910.0,48300.0,225.0
2942ed51f6,"['much', 'substitut', 'variat', 'ate', 'much', 'oof']",neutral,night,31-45,Ecuador,17643054.0,248360.0,71.0
03798acf38,"['beauti', 'weather', 'u', 'sick', 'babi', 'tanapoli']",positive,morning,46-60,Egypt,102334404.0,995450.0,103.0
fd1ebb37c3,"['oui', 'mademoisel', 'bare', 'turn', 'around', 'day', 'without', 'bump', 'one']",neutral,noon,60-70,El Salvador,6486205.0,20720.0,313.0
478a005e7c,"['flickr', 'pic', 'chester', 'zoo', 'danwtmoon', 'post', 'photo', 'welcom', 'chester', 'zoo', 'jockey']",neutral,night,70-100,Equatorial Guinea,1402985.0,28050.0,50.0
9608ece440,"['woke', 'watch', 'jon', 'kate', 'plu', 'eight', 'tri', 'pretend', 'like', 'still', 'normail', 'famili']",neutral,morning,0-20,Eritrea,3546421.0,101000.0,35.0
e6b24b7014,"['your', 'freak']",neutral,noon,21-30,Estonia,1326535.0,42390.0,31.0
105b761a2c,"['dont', 'even', 'know', 'lenaaa', 'go', 'cloth', 'show']",neutral,night,31-45,"Eswatini (fmr. ""Swaziland"")",1160164.0,17200.0,67.0
cca7cce9c8,"['jane', 'yay', 'buti', 'nagustuhan', 'nyo', 'isang', 'bar', 'lang', 'enclos', 'ko', 'sa', 'mail', 'test', 'matutunaw', 'hindi', 'next', 'time', 'uli']",neutral,morning,46-60,Ethiopia,114963588.0,1000000.0,115.0
d0b2e14355,['memori'],neutral,noon,60-70,Fiji,896445.0,18270.0,49.0
f27f60c847,"['yep', 'noth', 'worri']",positive,night,70-100,Finland,5540720.0,304000.0,18.0
5380d2b0e5,"['back', 'work', 'tomorrow', 'whose', 'idea', 'go', 'back', 'saturday', 'oh', 'wait', 'would', 'mine', 'fail']",negative,morning,0-20,France,65273511.0,547557.0,119.0
38148a3e98,"['go', 'start', 'small', 'like', '010', '050', 'slowli', 'higher', 'stake']",neutral,noon,21-30,Gabon,2225734.0,257670.0,9.0
b29ea1892f,"['make', 'videoblog']",neutral,night,31-45,Gambia,2416668.0,10120.0,239.0
7dd51bdec1,"['read', 'evermor', 'lynn', 'viehl']",neutral,morning,46-60,Georgia,3989167.0,69490.0,57.0
409767144d,"['wow', 'storm', 'power']",positive,noon,60-70,Germany,83783942.0,348560.0,240.0
c627db4613,"['get', 'phone', 'back', 'week', 'yeeeewww']",positive,night,70-100,Ghana,31072940.0,227540.0,137.0
9fc2217d38,"['back', 'school', 'daili', 'show', 'amaz', 'gon', 'na', 'watch', 'later', 'think', 'xd']",positive,morning,0-20,Greece,10423054.0,128900.0,81.0
d14b33ede0,"['breez', 'yer', 'pleas', 'good', 'day']",positive,noon,21-30,Grenada,112523.0,340.0,331.0
e7ed611f06,"['musicmonday', 'epic', 'song', 'light', 'sound', 'yellowcard']",neutral,night,31-45,Guatemala,17915568.0,107160.0,167.0
a61d4c6048,"['hot', 'cuppa', 'coffe', 'made', 'milk', 'fortifi', 'monin', 'irish', 'coffe', 'syrup', 'bliss']",positive,morning,46-60,Guinea,13132795.0,246000.0,53.0
74b427ffa8,"['right', 'im', 'peep', 'hope', 'fix', 'twitter', 'mobil', 'tweet', 'race', 'mtwitter', '4', 'day', 'fail']",positive,noon,60-70,Guinea-Bissau,1968001.0,28120.0,70.0
c7568067cd,"['anticip', 'meet', 'tapan', 'parikh', 'appar', 'wont', 'pass', 'nairobi', 'head', 'straight', 'mombasa']",neutral,night,70-100,Guyana,786552.0,196850.0,4.0
8a6cdf6832,"['watch', 'armi', 'wive', 'alway', 'make', 'cri']",negative,morning,0-20,Haiti,11402528.0,27560.0,414.0
f4d1a681af,"['product', 'day', '1']",positive,noon,21-30,Holy See,801.0,0.0,2003.0
f81d71d2c2,"['rest', 'peac', 'adam', '12', 'glenn', 'epp', 'gone', 'never', 'forgotten', 'week', 'loud', 'da', 'air', '4', 'ya']",neutral,night,31-45,Honduras,9904607.0,111890.0,89.0
029a603b00,"['got', 'ta', 'love', 'summer']",positive,morning,46-60,Hungary,9660351.0,90530.0,107.0
e6826a5aa5,"['mark', 'go', 'ok', 'far', 'bs', 'far', 'reliev', 'look', 'like', 'futur', 'programm', 'class']",neutral,noon,60-70,Iceland,341243.0,100250.0,3.0
1e41208494,"['ala', 'normal', 'night', 'monday', 'quiz', 'night']",neutral,night,70-100,India,1380004385.0,2973190.0,464.0
23f4fd4385,"['anyon', 'go', 'photograph', 'today', 'manag', 'get', 'macro', 'shot', 'flower', 'bloom']",neutral,morning,0-20,Indonesia,273523615.0,1811570.0,151.0
aa17c6f797,"['buckley', 'good', 'morn', 'sunni', 'londonsound', 'like', 'oxymoron', 'happen', 'true', 'today', 'hurrah']",positive,noon,21-30,Iran,83992949.0,1630000.0,52.0
136b1926c9,"['cool', 'thatd', 'fantast']",positive,night,31-45,Iraq,40222493.0,434320.0,93.0
6f381bb00f,"['live', 'stickamcomitstyleryo', 'come', 'chat']",neutral,morning,46-60,Ireland,4937786.0,68890.0,72.0
c0d5be8bd4,"['right', 'like', 'cape', 'breton', 'coal', 'mine', 'lesson', 'learn']",neutral,noon,60-70,Israel,8655535.0,21640.0,400.0
e09b90939a,"['ye', 'im', 'quit', 'rusti', 'im', 'hope', 'get', 'back', 'tune', 'skill', 'tim', 'play', 'guitar', 'threaten', 'duet']",negative,night,70-100,Italy,60461826.0,294140.0,206.0
ec835dc0b0,"['hey', 'everybodi', 'hah', 'day', 'cool', 'got', 'back', 'walk', 'dog', 'omgosh', 'send', 'link', 'pleas']",positive,morning,0-20,Jamaica,2961167.0,10830.0,273.0
eaf90c4253,"['srri', 'im', 'interest', 'right', 'stay', 'til', '6am', 'caus', 'tummi', 'hurt', 'im', 'poop', 'work']",negative,noon,21-30,Japan,126476461.0,364555.0,347.0
41a96b7954,"['might', 'enough', 'money', 'colleg']",negative,night,31-45,Jordan,10203134.0,88780.0,115.0
e5a26fb323,"['lol', 'woow', 'okay', 'big', 'deal']",neutral,morning,46-60,Kazakhstan,18776707.0,2699700.0,7.0
4e5d66beb2,"['love', 'leav', 'laptop', 'bed', 'creat', 'nice', 'toasti', 'spot']",positive,noon,60-70,Kenya,53771296.0,569140.0,94.0
4c5a7e6ffc,"['mean', 'someon', 'hit', 'dog', 'car', 'lay']",neutral,night,70-100,Kiribati,119449.0,810.0,147.0
53714350ac,"['start', 'tomorrow', 'go', 'book', 'sam', 'forgot']",negative,morning,0-20,Kuwait,4270571.0,17820.0,240.0
b4401d6b4d,"['salt', 'vinegar', 'chees', 'onion', 'make', 'breath', 'smell', 'lol']",negative,noon,21-30,Kyrgyzstan,6524195.0,191800.0,34.0
05ff657624,"['your', 'welcom', 'ad', 'alreadi']",positive,night,31-45,Laos,7275560.0,230800.0,32.0
dd72ee1430,"['rose', 'mornin', 'miss', 'danc', 'time', 'guess', 'danc', 'extra', 'hard', 'tomorrow']",neutral,morning,46-60,Latvia,1886198.0,62200.0,30.0
094e0509ad,"['sorri', 'hear', 'dude', 'prob', 'that', 'much']",negative,noon,60-70,Lebanon,6825445.0,10230.0,667.0
0182dd7de1,"['discov', 'numpi', 'array', 'hold', 'valu', 'type', 'use', 'manipul', 'array', 'number', 'uncertainti']",negative,night,70-100,Lesotho,2142249.0,30360.0,71.0
5b70f8bc73,"['mayb', 'take', 'drink', 'feel', 'massiv', 'hangov', 'still', 'yself', 'today']",negative,morning,0-20,Liberia,5057681.0,96320.0,53.0
8c280d0f80,"['download', 'tweet', 'decklook', 'savi']",neutral,noon,21-30,Libya,6871292.0,1759540.0,4.0
98c02118e6,"['today', 'friday', 'realli', 'hope', 'read', 'messag', 'repli', 'soon', 'could', 'reach', 'phone', 'go', 'work']",positive,night,31-45,Liechtenstein,38128.0,160.0,238.0
f4f24160c3,"['whatev', 'know', 'like', 'hahahhah']",positive,morning,46-60,Lithuania,2722289.0,62700.0,43.0
80420cfe74,"['oh', 'fun', 'weekend', 'friend', 'gone', 'mother', 'made', 'famili', 'weekend']",negative,noon,60-70,Luxembourg,625978.0,2590.0,242.0
5f1811bb3d,"['good', 'morn', 'twitterland', 'happi', 'monday']",positive,night,70-100,Madagascar,27691018.0,581795.0,48.0
c7d3ab998a,"['write', 'report']",neutral,morning,0-20,Malawi,19129952.0,94280.0,203.0
7abd932d50,"['thank', 'timmi', 'turn', 'strep', 'high', 'fever']",positive,noon,21-30,Malaysia,32365999.0,328550.0,99.0
ed298c6e5d,"['oh', 'nice', 'someth', 'nice', 'next', 'week', 'go', 'madrid', 'next', 'weekend', 'day']",positive,night,31-45,Maldives,540544.0,300.0,1802.0
3257bafde1,"['keep', 'chill']",positive,morning,46-60,Mali,20250833.0,1220190.0,17.0
2c150a0703,"['beauti', 'day', 'got', 'first', 'class']",positive,noon,60-70,Malta,441543.0,320.0,1380.0
2252c58ab0,"['fabul', 'didnt', 'get', 'pic', 'gmail', 'act', 'fool', 'sometim', 'u', 'dm']",positive,night,70-100,Marshall Islands,59190.0,180.0,329.0
7d933d9d21,"['yeah', 'terribl', 'cockatoo', 'hardest', 'live', 'emot', 'good', 'thing', 'found', 'though']",neutral,morning,0-20,Mauritania,4649658.0,1030700.0,5.0
f6400f56e9,['suck'],negative,noon,21-30,Mauritius,1271768.0,2030.0,626.0
4477b985e5,['ye'],positive,night,31-45,Mexico,128932753.0,1943950.0,66.0
66019ddc8f,"['datti', 'thank', 'sankar', 'ur', 'wish']",positive,morning,46-60,Micronesia,115023.0,700.0,164.0
a7cf141043,"['love', 'wake', 'think', 'weekday', 'realiz', 'weekend']",positive,noon,60-70,Moldova,4033963.0,32850.0,123.0
4b2b16581a,"['sorri', 'bout', 'cat']",negative,night,70-100,Monaco,39242.0,1.0,26337.0
e1a3e4575d,"['your', 'person', 'join', 'penileword']",neutral,morning,0-20,Mongolia,3278290.0,1553560.0,2.0
719934e5e0,"['wash', 'im', 'cloth', 'type', 'xd', 'woooo']",positive,noon,21-30,Montenegro,628066.0,13450.0,47.0
dcba201932,"['miss', 'u', 'im', 'still', 'clubu', 'knowwest', 'coast']",negative,night,31-45,Morocco,36910560.0,446300.0,83.0
a55208f877,"['love', 'love', 'love', 'pot', 'psycolog', 'friday', 'night', 'treat']",positive,morning,46-60,Mozambique,31255435.0,786380.0,40.0
c13f8a6154,"['happi', 'star', 'war', 'day', 'may', 'fourth']",positive,noon,60-70,Myanmar (formerly Burma),54409800.0,653290.0,83.0
e0eeef2f3f,"['play', 'lighter', 'fire', 'match', 'grass']",neutral,night,70-100,Namibia,2540905.0,823000.0,3.0
003816f151,"['art', 'would', 'one', 'awesom', 'sauc']",positive,morning,0-20,Nauru,10824.0,20.0,541.0
69c36e5f81,"['bucki', 'ferret', 'offici', 'insulinoma', 'daili', 'prednison', 'interview', 'pdoc', 'today', 'go', 'back', 'monday', 'test']",neutral,noon,21-30,Nepal,29136808.0,143350.0,203.0
898c63c69f,"['ive', 'never', 'pragu', 'money', 'itll', '10', 'first', 'citi', 'visit']",positive,night,31-45,Netherlands,17134872.0,33720.0,508.0
b01100d6c6,"['coffe', 'time']",neutral,morning,46-60,New Zealand,4822233.0,263310.0,18.0
131da67079,"['creepi', 'first', 'realli', 'grow', 'like', 'cri', 'like', 'babi', 'tosh', 'die']",neutral,noon,60-70,Nicaragua,6624554.0,120340.0,55.0
2a83e56667,"['realli', 'son', 'screw', 'ill', 'talk', 'msn', 'later', 'k', 'xox']",negative,night,70-100,Niger,24206644.0,1266700.0,19.0
83b44dda65,"['didntbut', 'wait', 'good', 'twenti', 'minut', 'one', 'good', 'night', 'though']",positive,morning,0-20,Nigeria,206139589.0,910770.0,226.0
b3fa6e5c24,"['alway', 'hope', 'die', 'see', 'old', 'one', 'make', 'sad']",negative,noon,21-30,North Korea,25778816.0,120410.0,214.0
03e41eeb4f,"['thank', 'alen', 'seem', 'submit', 'commun', 'news', 'error', 'must', 'prove']",neutral,night,31-45,North Macedonia,2083374.0,25220.0,83.0
83fc759a0b,"['dont', 'follow', 'ruin', 'twitter', 'experi']",negative,morning,46-60,Norway,5421241.0,365000.0,15.0
ff9722bca7,"['blah', 'car', 'repair', 'almost', '600', 'dollar', 'shop', 'around', 'better', 'deal']",negative,noon,60-70,Oman,5106626.0,309500.0,16.0
ebf6233a5b,"['weetabix', 'choco', 'milk', 'yum']",positive,night,70-100,Pakistan,220892340.0,770880.0,287.0
9e4228219d,[],neutral,morning,0-20,Palau,18094.0,460.0,39.0
25ce9a8b1b,"['im', 'sad', 'lost', 'anoth', 'person', 'close', 'cancer']",negative,noon,21-30,Palestine State,5101414.0,6020.0,847.0
ed6a316e8a,"['thank', 'kinda', 'bittersweet', 'though']",neutral,night,31-45,Panama,4314767.0,74340.0,58.0
4244aec072,"['nutbar', 'good', 'morn', 'twittertakeov']",positive,morning,46-60,Papua New Guinea,8947024.0,452860.0,20.0
90751fc00f,"['first', 'time', 'twitter']",neutral,noon,60-70,Paraguay,7132538.0,397300.0,18.0
c653189d96,"['captain', 'jack', 'back']",neutral,night,70-100,Peru,32971854.0,1280000.0,26.0
9b2b40dda6,"['la', 'ben', 'dream', 'make', 'saddddddd', 'want', 'togetherrr', 'swear', 'get', 'bawlinggg', 'help']",negative,morning,0-20,Philippines,109581078.0,298170.0,368.0
e4838b68a2,"['internet', 'fast', 'slow', 'fast', 'connect', 'go']",neutral,noon,21-30,Poland,37846611.0,306000.0,124.0
0ce20ef06e,['6'],neutral,night,31-45,Portugal,10196709.0,91590.0,111.0
fb030409ab,"['30', 'year', 'old', 'barbi', 'doll', 'still', 'rock', 'itthat', 'girl', 'hot', 'ken', 'aint', 'bad', 'either', 'memori']",negative,morning,46-60,Qatar,2881053.0,11610.0,248.0
ae1b11d7ec,"['weather', 'make', 'finger', 'numb', 'still', 'wait']",negative,noon,60-70,Romania,19237691.0,230170.0,84.0
8739e2666f,"['lol', 'yeah', 'ima', 'mama', 'thank', 'happi', 'mama', 'day', 'laker', 'day', 'love']",positive,night,70-100,Russia,145934462.0,16376870.0,9.0
e9a77e014a,"['doneit', 'summer']",neutral,morning,0-20,Rwanda,12952218.0,24670.0,525.0
